isi_tweet,uk,hs
USER USER Kalo yg ikutan cangtip-cangtip aku sih yes...',0,0
USER USER Adain lagi ngga nih',0,0
"USER Selamat pagi, keluarlah dari selimutmu dan semangatlah menghajar hari ini :)))'",0,0
USER RT USER Menurut kalian bagaimana? Apa ini lucu? Bagi saya \xe2\x80\x9c TIDAK \xe2\x80\x9c https://t.co/YKmzMyZ0JA',0,0
USER RT USER Aksi Kamisan Solo #71\n\nGagalkan Omnibus Law https://t.co/kQZ4nDL3Z9',0,0
USER USER USER Duhh kelingan 16an \xf0\x9f\x98\x85',0,0
USER USER Engko perek esok neh',1,0
USER USER oiya wkwkkwkwkkwkw ya allah kita segitu dikatain perek apka dia selalu mencak2 ketika melihat a*net???',1,0
USER USER USER Ujarku perek kimcil',1,0
USER USER lha perek umahku',1,0
USER USER perek emg apaan si kok pd saltay',1,0
USER Aku gak suka yaa sama kucing sok jual mahal \xf0\x9f\x98\x92\n\nDasar perek \xf0\x9f\x98\xad',0,0
"USER USER Moh, ndak mbok cokot kupingku..'",0,0
USER Ati-ati deh ama ni orang. Gila pelakor tingkat pejabat tinggi bgt ya HAHA udh berapa kali hamil lo? Dari muka aja udh keliatan perek. Di laknat baru tau rasa lo biadab! https://t.co/MEd5u25sXh',1,1
USER USER Kae pom bensin kali salak perek ngonoh wkwk',0,0
"USER USER Najis, gua menyesal melakukan itu semua. Mana dia lebih milih perek dibanding gua yhaaa'",1,1
USER USER Lananh perek..',1,0
"USER Msh ngamuk lg orgil goblok perek di priuk,, bangsat !!!\nBawaan ber 3 sesek dr opung nya suka maen2 !!!\nTriak aja usir gebuk mrs dr priuk, ye ken kutangherman,,,\nDiem aja lg lu di akun , benteng !!!'",1,1
USER USER Kene tak bisiki',0,0
USER USER Yayayayayayay wkwk',0,0
USER USER Emg punya pacar.??',0,0
USER USER Cebo ndelok piye lehmu misuh',0,0
USER masih sma perek sekolahan ngentot sama om nya: Di kocokin sama pacar sampai crot  https://t.co/wfUblyIwfi https://t.co/T70G2Sx27s',1,1
USER USER USER USER USER perek emang',1,1
"USER Dear suami kelak. \xf0\x9f\x98\x84\n. \n. \nOra kemudu katam alfiyah seng penting rajin ibadah, ora kakean polah. Ati selalu perek marang gusti Allah. \xf0\x9f\x92\x95'",0,0
"USER USER Emg, klo ngata2 in noob dll meski sakit hati tp wajar si gw rasa kan emg bener. Cuma klo ampe ngata2in lonte, nyokap lo perek, moga bokap lo mati dll kyk gtu kurang ajar bgt gasi? Dan lo gabakal bisa ngelarang org bacot jg\xf0\x9f",1,1
USER RT USER Aksi Kamisan Solo #71\n\nAksi Kamisan memang tempat terbaik untuk pemanasan. Cek kamera hape pokis masih berfungsi apa gak.\xe2\x80\xa6',0,0
USER Kamu cantik. Tapi perek!',1,1
"USER diem bisalah? lambe mu koyok jancok, perek.'",1,1
"USER Perek jaman sekarang udah nggak malu lagi ngewe ngewe nanti dipaksa digugurin ribut di dzolimi ,curhat minta bantuan sesama perek kamisan biar dapet panggung \n\nNyatanya konsen konsen tai itu nggak pernah ada ,inilah kenapa kelompok agama ngasi",1,1
"USER USER Kamu, bukan aku loh'",0,0
"USER Mrs kerja di bni knp sik?? Ribet bgt lu , kepengen bgt nl emg ??\nBenci sm op gebi jd dia harus mati, said tipar\nBangsat, gw qra tipar cm omdo, beneran dr hati tuh perkataan,, tp kok msh di luar aja yak omong nya,,, gak berani klo ngomon",1,1
"USER Goblok lu diem2 maling di priuk, anjing !!!\nTusuk badannya biar tw sapa yg getok dia !!!\nBiar sadar dia dmn kodratnya !!!\nAnjing butut lu, perek !!! Bangsat !! Tulah kekekalan deh nama lu !!!\nTk #tulahkekekalan'",1,1
"USER Susah perek karo wong nek ws dicap kae teli wong sering metu wengi,sering meng club,batire akeh ujung-ujunge dicap pakboy punya 1 yang mau percaya aja udah bersyukur banget'",0,0
USER USER Pls ak bcanya \xe2\x80\x9c 500 perek\xe2\x80\x9d :(',0,0
USER USER Duuh dadi fleshbek karo doi eeh mantan \xf0\x9f\x99\x88',0,0
USER USER Siapatu \xf0\x9f\x98\xad',0,0
USER USER Lek ilang tenan bingung leh nggoleki',0,0
USER RT USER Lebih baik ngaku punya pacar aslinya jomblo\n\nKetimbang ngaku jomblo padahal punya pacar itu yang gak bersyukur alias bangsat\xe2\x80\xa6',1,1
"USER Selalu ada kenangan disetiap sudut kota, iyo kenangan mergo bar pedot kenangane bececeran di setiap sudut hahaha \xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/FaTwfsIMkb'",0,0
"USER Pas SD udah naksir temen, SMP cinta monyet, SMA berani pacaran, udah kerja malah jomblo hiyahiyahiya \xf0\x9f\x98\xad\xf0\x9f\x98\xad'",0,0
USER USER perek',1,1
"USER makan lah tuh perek ama lu semua! gak tau MALU, BAWA2 NAMA SI YEN2, SI WINS, DLL PAKE SI JANET, MIRIP2 SI JANET, UDEL DLL.. MAU SERANG GW. THAT'S THE FACT MAKANYA MAKAN TUH JANET2 PALSU LU. KALAH TELAK AMA GW! &amp; SIBLINGS GW! GAK TAU MALU! P",1,1
USER Beneran kamu suka aku.? atau akunya aja yg ke geer an :(',0,0
"USER RT USER kalo pertemanan lo berlandaskan nominal bertemen aja sama perek , mikir kalo di bilangin.'",1,1
USER USER USER Kearatwa \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d',0,0
USER USER USER antemi bae yuh perek ikih',1,0
USER USER perek',1,1
"USER kalo pertemanan lo berlandaskan nominal bertemen aja sama perek , mikir kalo di bilangin.'",1,1
USER USER Wkwkwkwkwkkwkw anjing aku pernah fak perek juga aku',1,0
USER USER USER Aaaw jadi sayang \xf0\x9f\x98\x8d',0,0
USER USER USER USER Jeretah perek UMP',1,0
USER USER Kelon wkwkw',0,0
"USER USER USER Laah perek, aku wangon'",0,0
"USER RT USER wih perek umahku kiye. ngetan semending ana mi ayam tuslim, ngesuk diampiri min.'",0,0
"USER wih perek umahku kiye. ngetan semending ana mi ayam tuslim, ngesuk diampiri min. https://t.co/EggbtPZRMI'",0,0
USER Pulsa nang paah be perek koh ya bisa nyusahi aku loh \xf0\x9f\xa4\xa3',0,0
USER Gajelas lu perek',1,1
"USER USER Kon karo aku wae rene, sui rak salam olahraga'",0,0
USER Kamu cari masalah sama saya.? kamu tarung sama bapak saya aja gimana.? bapak saya juara 1 gelud sekelurahan lhoo..',0,1
"USER Orang teh sirik amat sama hidup orang lain wkwkq, mau hidup dia gabisa masak mie atau ninggalin pacar yg udah 7 tahun bareng ya kumaha manehna atuh bagong apalagi ada yg sampai ngebandingin dengan kejadian org lain \xf0\x9f\x99\x82 , ulah lob",1,1
"USER Makin aneh sama statemen WHO. waktu itu bilang yg pake masker hanya yg sakit, skrg semuanya.\nTrus vaksin dan obat akan lama ditemukan skrg dexamethason bisa untuk mengobati, trus bilang virus tidak menular lewat udara, skrg bisa menular. Yeuu",1,1
"USER USER HEEH BTUL INI MAH, AING GEH KALO NGE FOLLOW BASE RP AJA DI BLOK ai sia antek anteknya ngapain nge rt in base rl bagong \xf0\x9f\x98\x8a\xe2\x98\x9d\xef\xb8\x8f'",1,1
USER USER da boga cenayang aing teh bagong',1,0
USER USER Kumaha sia weh lah rek kumaha ge sabodoteuing bagong',1,1
USER USER USER Ngajak gelut manehna bagong',1,1
USER USER bagong sia https://t.co/FtGzode7Om',1,1
"USER [ USER ]\ntemen gelut temen misuh lah ieu mah anying the best, insha allah bageur :) , RIWEUH DEMINA NGEPLOT BARENG MANEHNA, gapapa ak ttp cintah. btw cocok maneh jon jadi bagong. https://t.co/WXTZyyrHRp'",1,0
"USER USER USER USER USER USER USER USER Haha bacot njing lah bengeut siga bagong bulukan mah teangan bagong bikang di leweung tong di medsos moal payu siga sia mah njing, paling oge dic",1,1
"USER USER USER USER USER USER USER USER Nyingkah lah njing, najiiss lah bagong teu kudu ningali bengeut sia geus katingali jelmaan bagong hutan ngagukguk ala anjing, najiiis nyingkah la",1,1
"USER USER USER USER USER USER USER USER Mun aya nu daekeun ka indung sia eta oge, secara manusa leweung mah barulukan hideung caketreuk siga bagong'",1,1
"USER USER USER USER USER USER USER USER Bacot njing, can nepi ningali bengeut sia geus kabayang model anjing leweung bulukan modal kuita isuk sore, wani ka awewe siah bagong, nyingkah s",1,1
USER USER USER USER USER USER USER USER Bacot sia njing mamawa kolot batur bagong sia njing lah babi',1,1
"USER rey USER \nBUDAK BAGONG AING, pikaseurieun, karek apal sirah maneh ge katenggar anying sugan kalem, semangat wae kana ngeplot ajig ahaha, cape seserian jng sateh aing mah :( ah pokonamah rame bedul, hayu ah jadi balad aing https://t.co/XoGE",1,0
USER USER USER eh ari sia bagong anying',1,1
USER narasi mulu sia bagong',1,1
"USER Ah bagong ceuk aing ge naon! Riweuh da anying lah jelema jelama teh kunaon sih. Tong loba mikiran nu kitu, hirup biasa normal, anggap eweuh nu kamari mah! https://t.co/cWZrwq400S'",1,1
"USER Tau gak rasanya gatel telapak kaki, terus kalian di tempat umum.\nMau buka seatu terus garuk, tapi malu?\nPlisss bagong pisan ayna aing kitu:('",1,0
USER USER USER lu siapa bagong',1,1
USER USER USER USER Cicing sia bagong lu',1,1
USER USER sia lebih goreng benged nya jiga bagong https://t.co/vS7ADBfvPn',1,1
"USER USER Nah itu , sok tara majar bagong teh lah wkwkwk'",1,0
USER USER Anying sia goblog kehed teh bagong\xf0\x9f\x98\x8e\xf0\x9f\x91\x8d',1,1
USER USER USER Ngecewis wae si bagong denny teh..sok sok kaluar ngadu peureup',1,1
USER USER USER USER USER USER 5blan aing kondisi kieu anjing goblog.. euweuh sahulueun bagong',1,1
"USER USER Anjing babi bangsat goblog bagong sia boga otak teu anying, kadek ku aing geura\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1'",1,1
USER USER USER Santae we ulah unyang anying atuh bagong',1,1
"USER USER USER USER USER USER Sia bagong anjing lah, emang sia hungkul nu bisa ngabacot anjing? jurig jarian siah baledog we ku tai munding mahluk siga sia mah njing'",1,1
USER USER Bagong sia',1,1
USER USER Jelang siang ayangie~ kirain teh da Masi jam 8an yaallah baru bgn Bagong\xf0\x9f\x98\xad',1,0
"USER RT USER Percayalah bahwa iklan sampo itu penipu, ari dina iklan buuk na teh aralus, tapi pas dicobaan ku aing mah angger weh jemet b\xe2\x80\xa6'",1,0
USER USER bagong sia artinya kamu cantik',1,0
USER USER bagong sia',1,1
USER ???\n\napakah iya? soalnya pas aing bales dengan opat jajar eta tyda di baca baca yaudah aing urungkan ya anjing:) aing males banget kalo lagi cerita tapi slowrespon ya bangsat:)\n\nbagong banget jieun aing emosi wae kalakuan sia abu lahab! htt,1,1
USER Tah deule ku sia haters bagong https://t.co/ScuYIFKD3h',1,1
USER USER sianjinc beuki we lila asup kampus teh bagong :(',1,1
USER Benget sia jiga bagong tah\xf0\x9f\x92\xa9\xf0\x9f\x92\xa9\xf0\x9f\x92\xa9',1,1
USER USER USER Cicing bagong sia',1,1
USER USER Alahh sia bagong',1,0
USER USER USER hrrrrrrg aing bagong',1,0
"USER duh kebiasaan jam segini blm tidur trs ajg, nyaho kurus aing teh :( kumaha rek gendut bagong'",1,0
"USER RT USER Beleguk sia jype, teu boga pikiran nya?? Bagong \n#JYPE_ManageGOT7Properly\n#\xec\xa0\x9c\xec\x99\x91_\xea\xb0\x93\xec\x84\xb8\xeb\xb8\x90\xec\x97\x90\xea\xb2\x8c\xec\x9e\x98\xed\x95\xb4\n#GOT7\xc2\xa0 @GOT7Official'",1,1
USER USER Nya kumaha deui atuh eneng da sulit atuh ari nyarios lemes mah hese pisan bagong haha',1,0
"USER Penitipan Barang Bukti hasil pengungkapan kasus ilegal loging di lakukan unit Reskrim polsek Pule di TPK Bagong, Trenggalek kemarin siang. Selasa ( 7/7 ). https://t.co/pdopPEymrP'",0,0
USER USER Bagong sia',1,1
"USER USER mun ceuk aing mah tuman teang jelma hantem benget na kana tembok tuman Bagong lah anjing, hampura aing keseul macana ge euy\xf0\x9f\x98\xad ... pendidikan weh alus ai adab kos babik. teang geus hantem jelmana seret jejeuk bengeut na an",1,1
USER Anjing setan Bagong koplok ngarti teu sia \n\nNgan saukur hayang ngabacot kitu',1,1
USER USER Ala sia bagong',1,0
"USER Nih ya yg jualan adat lokal sunda wiwitan dll itu mana tahu yg seperti ini mana ada bantu menyuarakan? \n\nPada dompleng nama aja sararia mah cuih!!!! Bagong tangkurak sia mah lah!!!!\n\nSunda wiwitan mah ga butuh nambah pengikut, pemeluk! Mau ma",1,1
"USER rek saluhuren rek sahandapen upami cariosanna te pienaken mah abi ge sok janten hoream ngahargaanna, tuman sih da sia na ge kos Bagong.'",1,1
"USER Lagi rame pernah foto sama artis atau siapapun itu atau masuk tipi, jadi inget pernah masuk 86 walopun numpang lewat jatohnya tapi panik kecil nya ada. Yagak? USER USER USER USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f",0,0
"USER Clothing linenya nyetak kaos tulisan Pavel Squad segede bagong trus sekarang dia mo ganti nama fandom dia jadi Pavies wkwkekekek dan banyak yg vote nama ini wkwk gila kalik lo,Vel SINI BACA SINI NJING NGERTI KAGAK LO HAH??? Kaga danta dah s",1,1
"USER USER bagong tah sia anjing teh nya, gibeng ku aing'",1,1
"USER yaAllah aing beli salad buah xtra large, gede bgt asli. Dari td makanin sambil nonton netflix skrg udh sisa sesuap, bagong sia el'",1,0
USER Gila gua mau pulang malah di suruh lembur sia bagong',1,1
"USER selamat makan siang, anjay dahlama ga poto\xf0\x9f\x92\x9c anggep aja ini buat stamina besok utbk. \n\ngais kalau aku ada salah mohon dimaafkan, mohon doa buat besok aku UTBK sesi ke-dua. ya Allah aku grogi banget seharian. cemas banget, t",0,0
"USER beban banget, karena aku selalu jadi 4g di kelompok. semua aja aku, sisanya ""terserah"" ""jangan panjang ya materinya"" ""just read"" ah kumaha sia weh bagong https://t.co/c67WRiHtmu'",1,1
"USER USER USER biasa can di jejeulan kucubung sawaring meh wereu sakalian, ngabangus sangeunah congorna bae'",1,1
USER USER loba ngabangus sia',1,1
USER USER USER Ngabangus sok anjing kadieu\nHarepen bengeut aing\nANJING!!!!\nSETAN CAN CUKUP KENEH\nANJING TEHLAH .2',1,1
USER USER Ngabangus anying jedog lah ai teu nyaho nanaon mah ulah mamanjut suku ih bisi ditereuy sama aing',1,1
USER USER USER USER USER Maraneh teh ngabangus naon sih a',1,0
USER USER jing ngakak bgt. ngabangus sok anjing kadieu harepeun bengeut aing!!\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',1,1
"USER Geus nya ulah aya nu ngajak pasea. Hayang sakali mah aing kalem yeuh, mbung ngabangus online wae. Tong loba nyieunan pibanguseun jadi jelema teh. Ngarti sia?\n\n(teu ngarti mah translate weh, da twitter teh geus canggih)'",1,1
USER USER bangun anjing tehlah ngabangus \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',1,1
"USER USER USER bejakeun a, tong ngabangus wae si eta'",1,1
"USER USER Ajig kuat hararipu kitu ngabangus hayang duit, kieu weh geus pernah diajak panggih can? Bisi leumpangna teu napak mah kan beda deui wkkwk'",1,0
"USER Lanjut nanti ngab, aing mules hayang modol. https://t.co/1gcKcxvu0s'",1,0
USER siapa modol sambil dengerin lagu jam 01.11 pagi??? oh jelas lah aku\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f',1,0
"USER Barang siapa yang ngopi dipagi hari, niscaya dia akan mendapat kelancaran dalam modol sesaat setelahnya :))))'",1,0
"USER USER Lain nyeri dada, sia mah jiga hayang modol'",1,0
USER USER Mun bohong sia modol silet',1,0
"USER Pedahal mah bae weh batur rek jalan2 kaluar negeri, atawa hoream ngerjakeun skripsi, atawa modol dina rantang ge eta mah urusan maneh na'",1,0
"USER lanjut aya aa pion , sarua ieu ge tugasna tukang ngedit. editana aralus \xf0\x9f\x91\x8d jelemana hewir , sangean oge tapi lamun keur normal sok cicingeun, modol sigana.teu\nsemangat ngerjakeun event na , aq bangga sma qm. sangeee sayankk @dae",1,0
USER USER Can nyahoeun mun kitu ka urang sunda isukan sia modol paku',1,0
"USER Sing saha jalma nu sok maok bensin cricket , niscaya modol na di cekes cekes . Selamat menunaikan ibadah solat'",1,0
"USER RT USER jeka : yangg aku mau modol dulu\naku : vc!!!\njeka : *call* diem dulu maneh, ee nya seret https://t.co/NmmOd3eRiR'",1,0
USER USER Modol atuh:(',1,0
"USER jeka : yangg aku mau modol dulu\naku : vc!!!\njeka : *call* diem dulu maneh, ee nya seret https://t.co/NmmOd3eRiR'",1,0
USER USER Hayang modol sia rap ?',1,0
USER USER mbung aing ker modol',1,0
USER USER USER Hih..modol modol siah na calana baras\xf0\x9f\x98\x82',1,0
"USER Buat siapapun kamu yang besok utbk semangat yaa!! Jangan lupa modol dulu shubuhnya ya, biar plong ngerjainnya\xf0\x9f\x98\x98'",1,0
USER Ngajakan budak ka warung bujur keur ngudag dan mepejuangkan naon.\n\nTilu rantang kurang lain.\n\nKalo rek modol cebokan heula bujur\n\nMeh suci\n\nKarek modol\n\nGeus sebeuh gesek gesek gesek ka tembok\n\nKalo ada suara suara bumi yg tertuju ka,1,0
"USER plis we atuhya. ini teh aku lagi modol nikmat dengan sebatang udud. terus kamu lewat tp sambil digas, ini kuping ngejelengeng... jadi naik lagi bgsd https://t.co/hVL6R2ys0B'",1,1
USER USER USER modol atuh modol weh han nyeri beuteung wkwkwk',1,0
"USER USER Tai kotok\xf0\x9f\x98\xad, geuleuh sok modol di mana wae hayam na:('",1,0
USER USER Sok modol weh atuh\xf0\x9f\x98\x82\xf0\x9f\x98\x82 gabagus ditahan-tahan\xf0\x9f\x98\x82',1,0
USER USER modol sia',1,0
USER Ya allah aing ketawa diculik pas lg modol https://t.co/ERuuDHZng1',1,0
USER lagi modol baca tweet si naya aing mikir anjay :( https://t.co/mekf9DS7o0',1,0
"USER Aya nu keneh aya kangkung na, aya nu hideung parah sigana nu modol eta jelma usus buntu, aya nu keras parah siga batu WKWKWK basa di bersihan ku si mamangna di cabak terys di alungkeun bunyi BLETAK ka lantai'",1,0
USER USER USER Emang yg mane harapkan aing cerita cingogo tengah lapang alun2 siang bolong bari modol kan aulian\xf0\x9f\x98\xa0',1,0
"USER USER USER USER Karma hakan ku maneh dul Rauf,kadal budug modol na calana di udag pulisi tah siah wkwkwk'",1,0
USER USER Smp aing toiletnya buruk bgttt aing kebelet modol pas pelajaran budi pekerti trs kabur modol di masjid agung e ketauan\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb sekolah aing deket banget sm alun-alun btw',1,0
USER Jari ku ada sepuluh\nLecet semuanya\nKena air perih\nEh pengen modol mulu\nMasa iya aing ga ombeh\n\nSebuah sajak dari obrolan tai',1,0
"USER mun di sma aing aya nu kieu, ngantrina nepi paskal\xf0\x9f\xa4\xa3\nnu kuduna asup jam set 7, jam 9 can anggeus keneh, barudakmah biasyaa we sangu koneng hela digarasi, bari paboro2 hayang modol bari udud https://t.co/knb4lXfLcd'",1,0
"USER USER USER Aduh di buru buru mah sok teu jadi, siga modol oge kitu wkwkwk'",1,0
"USER Kaktus kabeh kaktus, mending kakus buat aing modol.'",1,0
USER USER USER modol tah sia',1,0
"USER Mun diburu buru mah ,nuansa modol na teu dapet atuh'",1,0
USER Modol nungguan di titah ku kolot teu\n\nNgudag codot ngajakan balap lumpat nungguan ajakan abah rt teu \n\nNyabokan budak recet di jero mesjid ngalenong nyieun kongser sorangan nungguan perintah bang kotib heula teu\n\nNajong batu di tengah jala,1,0
"USER Hal yg pling nghoreamin adalah gs tunuh sangat tapi hayang modol \xe2\x98\xb9\xef\xb8\x8f di ngkekeun kumaha...mun ayeuna keneh ke tunduh na lengit, kumaha we tihela maneh janji rek satia, ayeuna kamana?? \xe2\x98\xb9\xef\xb8\x8f\xe2\x98\xb9\",1,0
USER USER kedeung an atuh anying keur modol\xf0\x9f\x98\x94',1,0
USER Sacolok cilok mayar pajakna nungguan modol\n\nGeus sah dan halal jadi hak milik kanyut sia belum\n\nMeki parab kalebokannya lain yg diharamkan ku kanyut sia\n\nTahu drmn meja parasmanan hasil lagu katak nyanyi ketek setipitak kanyut dayutna geus,1,0
"USER USER Emang aing lagi modol, rek dipap teu?'",1,0
USER Cik atuh euy lampu na ge keneh beureum can oge koneng komo hejo. Ges rariweh nu di tukang teh. Dek kamana sih? Hyg modol? :(((\nSok hyg nabok mun kitu teh :(',1,1
USER USER Kumaha sia we jae...rek modar rek modol..kumaha sia we....',1,1
"USER USER USER kalo aku selalu jwb gni nder kalo gampangin ttg uang tuh ' emg aing modol duid ' maav ksr tp aku slalu bilang gt;((""",1,0
USER USER Modol atuh lah \xf0\x9f\xa4\xa3',1,0
USER Kanyut sia nu hayang mundur batur nu di titah mundur\n\nMundur sorangan\n\nKanyut sia nu nolak meja parasmanan kunyut sia nu jegang\n\nKanyut sia nu hayang modol batur nu di titah modol\n\nRantangan ku kanyut sia olangan\n\nSugan teh maraban kan,1,0
USER USER Modol heula atuh neng',1,0
"USER Mun nempo batur bobogohan teh sok hayang, hayang modol.'",1,0
USER USER Pising mah modol atuh',1,0
USER USER Jiga hayang modol tapi wc aya jelmaan',1,0
"USER USER Mikir si eta mun modol sok sada ""plung"" atau henteu'",1,0
"USER beres ah goblog. cape anjing ngetik panjang serasa seorang filsuf we. tur nuhun semoga bermanfaat. aing mau modol dulu. Kuduna ngerjakeun proyek uas kalahka nunurutan Marcus Aurelius, goblog emang ini bangsat.'",1,0
USER Solidaritas tai lah \nAing modol sia kamarana .',1,1
USER USER modol atuh',1,0
"USER USER USER Heeh teuing isuk"" meuni nyieun hyg modol wae'",1,0
USER Kanyut sia nu nyieun soal ujian kanyut sia sorangan nu ngaratap ratap menta jawaban\n\nKanyut sia nu nyieun daptar balanja kanyut sia sorangan nu nolak\n\nKanyut sia nu jegang di tengah jalan kanyut sia sorangan nu fofolotot ka nu keur leumpang\,1,0
USER USER banksad siapa lagi eneng busiat \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 temen barunya mamat modol???',1,0
USER 121. Salama aya nu hese naha kudu nu mudah\n122. Ngambek cuy\n123. Ini lg modol mau liat?\n124. Ngajieun istri hungkul marah perah cemburu\n125. Sluttyx kitu teuing slutyx teuing naonnya poho\n126. Terimakasih klinik jabarsq semenjak masuk otak a,1,0
USER USER madeup sih ngan beres eta aing modol jd panas anying',1,0
"USER Lagi modol di dobrak, batur nu reuwas aing nu seuri'",1,0
USER USER atuh modol dari ketinggian deui wae',1,0
USER Plis lah gempa aing lagi modol cukkk . Aing riweuh engke jing -_- https://t.co/043R7OKqoI',1,0
USER USER ai unggal dahar langsung modol kumaha atuh euy?',1,0
USER USER ai siah bukan nya lgi modol',1,0
USER USER USER bendera hitam. bendera teroris...manusia bangsat modol ngewe di indonesia sok arab araban',1,1
USER hidup aku tuh udh ngemplong banget\n\xe2\x80\xa2 Liverpool juara liga inggris \n\xe2\x80\xa2 Champions 6x \xf0\x9f\x99\x88\n\xe2\x80\xa2 Dll. \n\njadi ya aing skuy living ayeuna mah\nHyrup mah kudu khaleuuumkeun lur \nulah aya cekcok jeung batu,1,0
USER Ga jadi modol aing -_- https://t.co/EjWgtjC4aM',1,0
USER USER mun ges modol teh ulah seseuh bool hungkul calanage seseuh atuh',1,0
USER USER cek aing oge mun modol teh buka heula calanana',1,0
"USER USER Urang mah mere saran ti pangalaman urang weh tjuy, contohna kieu weh maneh teu hayang modol tapi diheujeun-heujeunkeun da moal kaluar ateuh ngadon ambeyen nu aya wkwk'",1,0
"USER Aing modol, tainya belum sampe, aingnya udah palid duluan https://t.co/5e4IRhUDpj'",1,0
"USER USER USER USER USER hidup terus dalam nalar itu membosankan, sok kabayang teu aing pernah modol duaan di hiji wc. @nuradito'",1,0
USER USER USER Ajig. Atuh aing tajungpalik ayi modol bari headbang mah. \xf0\x9f\xa4\xa3',1,0
"USER Solidaritas tai lah,aing modol sia kamana'",1,1
USER USER sianying. ini mah opini kamu doang. orang aku tinggal modol aja baru makan sesuap deseu mah',1,0
"USER gada tolol, siapa yg mau ngangenin'",1,0
"USER Blunder bgt aing goblok, haaa tolol tolol :(('",1,0
"USER dulu aing mah sering banget join promote akun di akun lama USER ngga pernah ada masalah apapun wkwk ntah itu akun promote yang berbayar maupun gratis, uda tau itu foto penipu yg uda nipu org eh di buat promosiin akun orang yg real WK",1,0
"USER USER USER Sok sokan ngatain orang tolol, omongan lu aja gaada faedahnya anjir ngukuk\xf0\x9f\x98\x82'",1,1
"USER trs td iseng baca dm\xc2\xb2, trs pas baca dm dari dia gue tolol bgt pernah sia\xc2\xb2in org baik kaya dia, gue jarang bales chat, slowresp, pergi ama cowo lain, wajar lama lama nyerah wkwk, tolol bgst gblk bgtsi gue, ngebaca dm nya bikin pen",1,0
USER USER meni calutak atuh tolol',1,1
USER [] gak suka ya eps 8 its okay not to be okay mereka uwu aing senyum senyum terus kaya org tolol nontonnya ampe ikut deg degaan bangsaaaat \xf0\x9f\x98\xad\xf0\x9f\xa4\x8f\xf0\x9f\x8f\xbc',1,0
"USER USER Tolol ajg kaget sialan, dikira gua punya salah anjir'",1,0
USER RT USER ga ig ga wa itu mulu isinya bosen aing th tolol SOK ATH MIKIR DM DM AN TRS NIKAH APANYA YANG UWU GBLG? GILIRAN VIRAL AJA KLARI\xe2\x80\xa6',1,1
USER ga ig ga wa itu mulu isinya bosen aing th tolol SOK ATH MIKIR DM DM AN TRS NIKAH APANYA YANG UWU GBLG? GILIRAN VIRAL AJA KLARIFIKASI GBLG PADAHAL DIA DULUAN YANG MANCING ALAH KICU TAI ANJ. MAKAN NOH ILER GBLG',1,1
"USER Tidur tolol, jangan harepin diingetin tidur sama dia. Gabakal mungkin, bego maneh.'",1,0
USER USER ak tolol bgt sialan',1,0
USER USER USER Eh tolol.. Rakyat diluar Jakarta kalo listrik Naik nyalahin siapa? BBM belum Diturunkan siapa yg harus bertanggung jawab? Dasar GOB LOCK LU',1,1
USER tolol bgt aing:(',1,0
USER USER yang tolol siapa gguk? bek nya ya?',1,0
"USER Sumpah ya udahla akun alter, sok jago ngomongin ekonomi nunjukin pemilihan kata yg baku sampe ngeluarin teori teori yg sbnernya gada nyambung nya sama akar permasalahan. Sekali tolol ya tolol hehe'",1,1
USER USER siapa yg tolol',1,0
USER Sering baca buku tapi tetep tolol! Ya aing!',1,0
"USER Anjrot sedih banget masa dom gue jadi zona hitam, buat temen"" gue yang pernah pasang sw lagi jalan"" pas corona maap banget ya lo tolol anjing. Udah tau corona lo malah enak""an ya ngemall, pergi"" liburan sumpah marah banget guee, sialan kena",1,1
USER RT USER USER suruh siapa tolol \xf0\x9f\xa5\xb0',1,0
"USER gila secreto sekarang dijadiin bakal bahan ejekan ya .. gue tau kalo ga kliatan siapa yg ngirim,tapi ketikan lo bikin orang down tolol. Cakep lo?'",1,1
"USER ini temen sd aing, yg suka ketemu cuma beberapa doang. sisanya bener2 gapernah ketemu lagi, sampe td pas dateng bertanya2 ini bener gasih temen aing? tiap ada yg dateng nanya itu siapa? wkwkwk tolol bgt anj mana malu diantara semuanya aing",1,0
USER USER salah siapa tolol',1,0
"USER USER ini ulama sebagai kayu bakar api neraka bos, dungu, tolol ngak ketulungan, ini suruhan siapa lagi, waspada jangan lengah Isu pengalihan RUU HIP\n\xf0\x9f\x91\x88'",1,1
